d,n,fc,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std
30,100,0.1,50.0,0.016743957967157715,4.746107753375888,1.4854356785086216,736.4536251000671,0.017940018968718205,0.02141532785048106,1.12529227848285e-31,1.6465846270589115,2.2575148257387796,0.007282674739873044,0.014846951290751803,5.2723705792865765,0.01633633209084652,0.020592875957827994,0.5458552430088812,268.49821320058464,0.6181354664293155,0.8445881300115687,1.12529227848285e-31,1.12529227848285e-31,4.847767390621854,0.0,0.0,5.660361336255041
30,100,0.1,75.0,0.010486555239365019,1.627545374253508,0.7569129675914686,375.9592977675682,0.010875362689058853,0.0123723318351991,1.12529227848285e-31,0.8434643549584827,1.1496577464100666,0.007426179439405448,0.006949026838625221,1.8642402797654112,0.0075059682599171096,0.009472109712468074,0.27670112205453073,138.813632602988,0.3122709641240994,0.42994872771111514,1.12529227848285e-31,1.12529227848285e-31,1.6390755165036852,0.0,0.0,1.8393528671440482
30,100,0.1,100.0,0.009022202769259515,0.7872811108220501,0.4914097647645839,242.74943506709104,0.00913711788689746,0.009766900258555278,1.12529227848285e-31,0.5485170447665484,0.7465374468590547,0.00750276702770002,0.0046294322474427115,0.8822022652876564,0.0047636738653566236,0.005870097274695218,0.17849440831618532,87.38984874905202,0.20553506991288567,0.2740236583162229,1.12529227848285e-31,1.12529227848285e-31,0.7687685910290137,0.0,0.0,0.8569367626985868
30,100,0.1,125.0,0.00839793975727381,0.4758215614867875,0.3610451164817564,176.6888617317367,0.00842035629718589,0.0088529508264353,1.12529227848285e-31,0.395889581306822,0.5441321165353412,0.007550395556066245,0.0034622329385146375,0.5402514174263273,0.0035765895162590453,0.004267521037153353,0.12951218480427754,64.30808837311436,0.14523536858227146,0.2008963779167281,1.12529227848285e-31,1.12529227848285e-31,0.47519107106723424,0.0,0.0,0.5503047079427951
30,100,0.1,150.0,0.008079769269449326,0.3092609645414146,0.2824583860755849,137.64067172162677,0.008126353620830532,0.008457240902473866,1.12529227848285e-31,0.31324888993024375,0.4278683820611022,0.007582878802020923,0.0027091269480080506,0.35589798286685453,0.002826271084990921,0.003378006307426256,0.0998991478956659,50.65653800933723,0.11777982326357218,0.1563229789867995,1.12529227848285e-31,1.12529227848285e-31,0.3085357671536186,0.0,0.0,0.34281783261526955
30,100,0.1,175.0,0.007927666570979614,0.22341171785485459,0.23020038611621654,112.90394256237556,0.007998486788858047,0.00817049512151636,1.12529227848285e-31,0.25805127517048604,0.35023552553360626,0.007606449915147914,0.002214758910541204,0.25401151491035445,0.002386611944941085,0.0027821657892273645,0.08160696522916824,41.194845130545865,0.09568294585899217,0.1271784503838167,1.12529227848285e-31,1.12529227848285e-31,0.21716686051128237,0.0,0.0,0.2433024132127403
30,100,0.1,200.0,0.007905557935107194,0.16418200803758703,0.196188640063901,94.60183101377618,0.007897487675439354,0.00801329185143768,1.12529227848285e-31,0.21776256698967464,0.29752474548637864,0.007624334217557407,0.0019548058191908736,0.1829576080691717,0.002035781153868502,0.0023525201084791552,0.0696101864849216,34.95399464022868,0.07969818221757041,0.10871454419687522,1.12529227848285e-31,1.12529227848285e-31,0.16222769030071799,0.0,0.0,0.17803148366348323
30,100,0.1,300.0,0.007747422504734462,0.07040062627360602,0.12239054873479947,57.65302365692367,0.007770540472286694,0.007817629949540548,1.12529227848285e-31,0.1360514226536031,0.18421258812722816,0.007666767208412681,0.0012298753821417484,0.07764977044048867,0.001299415777084243,0.0015106923225191042,0.04158205869636483,21.10466623891663,0.04891051353637509,0.06668511282371314,1.12529227848285e-31,1.12529227848285e-31,0.07145738003982034,0.0,0.0,0.07860938992491019
30,100,0.1,400.0,0.007708993538070968,0.04174694645652968,0.08992554688863799,41.411904550161296,0.007712947130792429,0.007752007523923196,1.12529227848285e-31,0.09925118052178522,0.13349750113893208,0.007688361301922913,0.000890747490523316,0.04388458387282907,0.0009455209105390953,0.001104983021341524,0.030177985605220604,14.995181004254032,0.03463019199324136,0.046961101297805403,1.12529227848285e-31,1.12529227848285e-31,0.04128512904850911,0.0,0.0,0.04317194913377115
30,100,0.1,500.0,0.007707553018718832,0.028506824498967496,0.07225884790546619,32.1546541984592,0.007712669587451973,0.007747589374983661,1.12529227848285e-31,0.07959239027220467,0.1056865291560648,0.007701441211104613,0.0007060193877502463,0.028653927496979648,0.0007437521848603586,0.0008818223079864157,0.02346194384801893,11.824905353029102,0.02730238188367551,0.03696412587667909,1.12529227848285e-31,1.12529227848285e-31,0.028595106708576973,0.0,0.0,0.028548035760759607
30,100,0.1,1000.0,0.0077283935287042515,0.012762263934099934,0.03777754860824374,15.287047661573064,0.007718363227614194,0.007722444485561094,1.12529227848285e-31,0.04124503602071929,0.05391988970322149,0.007727883520541892,0.0003470844696774438,0.00981104620785322,0.00036429719182461167,0.000425965982308418,0.010796996806626906,5.632529726844928,0.012569723237998648,0.017353672311651098,1.12529227848285e-31,1.12529227848285e-31,0.012749230557832504,0.0,0.0,0.009646064092497176
30,100,0.2,0.01,389246985.71103585,68291125997.7815,400930926.9491938,71098121853.64223,446570959.34541017,745586795.9749137,1.12529227848285e-31,450624534.897497,759031378.507026,0.00038322288498543597,456373546.0317351,74003884129.56688,500749804.42131215,850188884.1475253,445484750.3226386,77173382921.16644,500751076.4031526,847775466.3757375,1.12529227848285e-31,1.12529227848285e-31,68803464928.56502,0.0,0.0,77597125553.67284
30,100,0.2,0.1,418541.03274692566,74371844.24513252,547750.2656062174,97025190.60555272,471266.1447031459,789739.014027196,1.12529227848285e-31,643168.8731485036,1021143.5901348427,0.002315113055192026,474391.1074217371,83996258.10658138,537752.000589426,888429.328546652,498325.29567344935,86797965.79715037,610381.1982244089,910226.7912649858,1.12529227848285e-31,1.12529227848285e-31,74380595.15580888,0.0,0.0,86725494.27000287
30,100,0.2,0.5,3759.1445177791907,678492.124887225,9576.955565875689,1716639.7812307498,4385.689221169467,7179.732004286934,1.12529227848285e-31,11104.468524360687,18166.23591256304,0.003791204437487153,4287.393085886099,772678.7076544549,5084.964167830816,8421.032996529035,5423.149640134098,959742.9253850996,6425.2337069660825,10621.976885932756,1.12529227848285e-31,1.12529227848285e-31,686302.1710253862,0.0,0.0,816136.1259764365
30,100,0.2,1.0,528.1469906095548,92646.43773982117,2113.6071743496113,375642.7034871115,600.0527627552225,973.980568726973,1.12529227848285e-31,2440.24604159034,4006.690975378038,0.004256209043201572,591.1458539096598,105052.83779524003,696.3885837142212,1128.3608925096823,962.4983961540994,168533.07555911085,1114.468181277832,1880.5404816487094,1.12529227848285e-31,1.12529227848285e-31,92763.81831232138,0.0,0.0,108554.48394268226
30,100,0.2,3.0,24.12855389451639,4258.279241976552,243.73311676493316,43588.901531687385,26.876883814318163,45.4084112877623,1.12529227848285e-31,280.9507741836102,459.53123206584166,0.0050689631014226855,27.944554735047547,4857.05145542541,30.230442798498284,51.23176083234272,92.44398886728047,16697.558202156717,113.7054510667011,183.0333401850195,1.12529227848285e-31,1.12529227848285e-31,4298.774587638069,0.0,0.0,4823.124904884393
30,100,0.2,5.0,5.891887146363007,1043.9630037582745,96.98919618829918,17240.109584741105,6.822582986218223,11.2771963196557,1.12529227848285e-31,110.69848910965477,181.39427644249915,0.005528257167904367,6.709154855354526,1150.0416054277032,7.902242196909158,12.9722989616459,35.78528869837797,6428.319264347531,43.77124061187367,69.64724625176281,1.12529227848285e-31,1.12529227848285e-31,1061.2837366513054,0.0,0.0,1224.2693525296656
30,100,0.2,7.0,2.3655273305571285,427.2312663202597,53.78594735404636,9586.974801257906,2.7709591206173587,4.52658999808087,1.12529227848285e-31,61.71025489171962,100.98962298364177,0.005847740214200833,2.6688969218513585,479.0661480532462,3.1275401272201493,5.189084929490404,20.088061859847727,3589.0866110896795,23.937804637913157,38.88491097850396,1.12529227848285e-31,1.12529227848285e-31,429.0805849842093,0.0,0.0,479.7132653391042
30,100,0.2,10.0,0.9374447337719263,166.4688759078831,29.45681176078787,5230.504974249578,1.077732912455302,1.7582124153399945,1.12529227848285e-31,33.54372189013493,55.42012081292427,0.006183258062995983,1.0478529782167194,192.99216192050818,1.228902736047047,2.0233620562516896,10.902632517386118,1936.7228642711345,12.914326578330517,21.159701291447256,1.12529227848285e-31,1.12529227848285e-31,164.5678561555888,0.0,0.0,184.80008124256338
30,100,0.2,15.0,0.32537856250015607,57.98678726409633,15.109396326499956,2668.9670209584074,0.3779975320159794,0.6217328929248465,1.12529227848285e-31,17.406110002011097,28.42905624762488,0.006538363225132499,0.3607893296923692,66.0462451834206,0.43068727744275703,0.7158868311516228,5.5066480876935895,979.7321568697884,6.6635101972130295,10.846133229145694,1.12529227848285e-31,1.12529227848285e-31,57.44098883242963,0.0,0.0,65.09140202145598
30,100,0.2,20.0,0.15797219339867996,27.53015046472561,9.54304851752997,1713.2566822221925,0.18561841115734143,0.29528106277247496,1.12529227848285e-31,10.953477970235168,18.13518047893207,0.006762202098119969,0.1759328533244957,31.25329824688307,0.21341741869474393,0.32963902396076117,3.5617920833963823,630.2331704952503,4.226742953177696,6.991439568891612,1.12529227848285e-31,1.12529227848285e-31,26.95542003780126,0.0,0.0,31.223094360975963
30,100,0.2,25.0,0.09392665399545673,15.522180138281966,6.774581021459616,1204.923946191505,0.1053804760821801,0.17125594665785612,1.12529227848285e-31,7.785993712610472,12.791918398955042,0.00691635777335407,0.1030182249201165,17.759160679192522,0.11878061564454834,0.19006203926079313,2.5226156621004185,443.2353895971861,2.967048296758247,4.795437881658006,1.12529227848285e-31,1.12529227848285e-31,15.504617805141676,0.0,0.0,17.354720977424684
30,100,0.2,50.0,0.020036358229392048,2.281234373474641,1.9670986617378428,348.0805979714047,0.021478484458199273,0.0310846434105585,1.12529227848285e-31,2.2570606955375805,3.692023816424592,0.007282674739873044,0.018768029343474126,2.629051673112956,0.020765955064293472,0.03153209246749706,0.7227592629176823,128.56878328926683,0.8578936474294004,1.390963579683467,1.12529227848285e-31,1.12529227848285e-31,2.288684501754767,0.0,0.0,2.627260044674151
30,100,0.2,75.0,0.011516004871065313,0.7868359260679861,1.0088571634125427,178.2701841443093,0.012282433672967368,0.015480940401998928,1.12529227848285e-31,1.1546537307993952,1.8894119657302315,0.007426179439405448,0.008515466608998778,0.8882893427979337,0.009336066011526832,0.013156132339522706,0.36689019370971143,65.39555571843134,0.43911682735702334,0.718320168147355,1.12529227848285e-31,1.12529227848285e-31,0.7873135298389334,0.0,0.0,0.9092285368426345
30,100,0.2,100.0,0.009411488273078519,0.3795594006924305,0.6506832459470713,114.73177391893007,0.009785371516732115,0.011347579062840533,1.12529227848285e-31,0.7440070165758013,1.2316864898389224,0.00750276702770002,0.005319955179761522,0.42287939891914794,0.005851271949725911,0.00801950427842336,0.2363504405969559,42.08943777094406,0.2807232050050963,0.46569111632953875,1.12529227848285e-31,1.12529227848285e-31,0.37779469719741937,0.0,0.0,0.43242046321285427
30,100,0.2,125.0,0.008608713644385719,0.22643040437139975,0.4763100004123784,82.96664875633212,0.008859784144858263,0.00973355308241921,1.12529227848285e-31,0.5456429345092926,0.89051938705088,0.007550395556066245,0.0039292780214789,0.2559463644419758,0.004351423871385452,0.005734591749333036,0.17271380520702537,30.61245462890909,0.207533846984654,0.33188034681645434,1.12529227848285e-31,1.12529227848285e-31,0.2226867936736022,0.0,0.0,0.24345369906709358
30,100,0.2,150.0,0.008238382198355492,0.1473883452657703,0.3760025807621959,65.24047373520474,0.008324982408293422,0.008990570680727668,1.12529227848285e-31,0.42655066811625614,0.6969552941764284,0.007582878802020923,0.0031014447359194873,0.16452099481432697,0.0033713711870476944,0.004514534644485136,0.13615944960275178,24.341654718346806,0.16123273014552036,0.2568661893880808,1.12529227848285e-31,1.12529227848285e-31,0.1484290014644918,0.0,0.0,0.1622587910999015
30,100,0.2,175.0,0.008042247150731856,0.1053369968791651,0.3063745580182519,53.017719703697985,0.008142878987636767,0.008570942262278163,1.12529227848285e-31,0.3494485670423569,0.5707992837682047,0.007606449915147914,0.0026101156063840164,0.11247544729225568,0.0028228275062534536,0.0036996956824975075,0.11129036419165694,19.426134075172563,0.13256198194825353,0.2146241682604521,1.12529227848285e-31,1.12529227848285e-31,0.10686139831511479,0.0,0.0,0.11740364693882459
30,100,0.2,200.0,0.007939618236961567,0.0815574902673244,0.2596863057447165,44.846075055952824,0.00798004241945051,0.008311645335468625,1.12529227848285e-31,0.29839970212781247,0.48223291526091505,0.007624334217557407,0.00224992505099244,0.0862967242959264,0.002376766979488659,0.0031327888367216573,0.09288287839355253,16.622328982815255,0.11333971538385439,0.17905690381174408,1.12529227848285e-31,1.12529227848285e-31,0.08009316248485086,0.0,0.0,0.08741028495504156
30,100,0.2,300.0,0.007774428979836802,0.03770230720708601,0.16108989216843028,27.242259193747525,0.007793222146349073,0.007920469297836076,1.12529227848285e-31,0.18319611913681835,0.2959924998160119,0.007666767208412681,0.0014146927111442814,0.03914883317282195,0.0015116345402712795,0.001996067340283986,0.056138501797574666,10.092070660308268,0.06692799256682244,0.1087853306342865,1.12529227848285e-31,1.12529227848285e-31,0.03738499160001055,0.0,0.0,0.03930222094944564
30,100,0.2,400.0,0.0077130438185980124,0.023786513194751394,0.11805231402350704,19.534769860515254,0.00773169355481665,0.007808675101320239,1.12529227848285e-31,0.13475163562844245,0.21500899502617357,0.007688361301922913,0.0010279184687863009,0.02323458950436996,0.0011187107834636128,0.0014462264223013776,0.0408062607422259,7.159074583260906,0.04920557856171308,0.07913353366442204,1.12529227848285e-31,1.12529227848285e-31,0.023477748662806282,0.0,0.0,0.02308893446535608
30,100,0.2,500.0,0.007716468502042049,0.017674853210166097,0.09319073365311496,15.245529945801572,0.00771089113940973,0.007783677548935467,1.12529227848285e-31,0.10626262559027555,0.17079155987739011,0.007701441211104613,0.0008297058679090388,0.015774205485807914,0.0008744680808031751,0.0011376334764340004,0.03152865028941939,5.502300968220386,0.037679008738479895,0.06141600559081205,1.12529227848285e-31,1.12529227848285e-31,0.017777365226315452,0.0,0.0,0.015854514277033317
30,100,0.2,1000.0,0.007723040447567184,0.009999300316227571,0.0481161910992638,7.153149552874522,0.007723434578305441,0.007728255537661187,1.12529227848285e-31,0.05430405235794804,0.08443945696197487,0.007727883520541892,0.0004006437490816767,0.0059060864385131195,0.0004278421977908234,0.0005487001986252249,0.01498272722213138,2.6132389328747903,0.018260177879634566,0.028859393557383498,1.12529227848285e-31,1.12529227848285e-31,0.010036640737702152,0.0,0.0,0.005986418975055141
30,100,0.30000000000000004,0.01,521012789.7717724,837494298451.2201,532827608.6558264,886330783977.8604,621203896.7972039,1123996445.0079386,1.12529227848285e-31,644488068.829944,1150967565.4934573,0.00038322288498543597,592812617.1864238,945193355807.5936,719599335.2909992,1292994367.8469682,576762796.1732343,1015837142732.4775,716742317.2263811,1291010158.9013832,3.543109244564893e-32,1.12529227848285e-31,843000568463.138,0.0,0.0,966740823501.2987
30,100,0.30000000000000004,0.1,556023.424915169,918200143.3965211,739048.017329579,1196752876.394373,670817.4193517221,1207647.7957856979,1.12529227848285e-31,887102.7208876843,1565558.3531790955,0.002315113055192026,637219.4516370974,1056720880.5820343,775535.1569956838,1405111.5398329683,677844.0675833464,1070567128.9363182,804586.5062833176,1418688.9481758247,3.543109244564893e-32,1.12529227848285e-31,908033499.4198676,0.0,0.0,1030692181.7871364
30,100,0.30000000000000004,0.5,5080.946547199685,8286613.593713949,12864.346580427571,20908133.36480841,6162.412134070398,11137.52621336097,1.12529227848285e-31,15532.676744608405,27809.502995110804,0.003791204437487153,5873.182948833863,9574155.681659132,7033.869683461256,12680.314448189923,7162.252892717588,12063369.133943683,9076.208537101984,15750.628947950916,3.543109244564893e-32,1.12529227848285e-31,8554742.64957652,0.0,0.0,9808518.392627314
30,100,0.30000000000000004,1.0,690.9228420303091,1145103.1587657258,2837.88814049415,4662711.7276758235,828.912547974831,1492.341176505735,1.12529227848285e-31,3426.5870473956256,6043.954717678939,0.004256209043201572,777.0471299012797,1297961.8919468634,927.094934792123,1699.843467740483,1299.6922596512027,2135665.6291720723,1648.4985657139212,2809.8727263352,3.543109244564893e-32,1.12529227848285e-31,1119986.0013655087,0.0,0.0,1260466.9513003016
30,100,0.30000000000000004,3.0,32.18053018082976,51847.74147903269,326.20538774314036,530745.797918681,38.48981995086345,68.25599434366673,1.12529227848285e-31,396.14088676948285,704.5476094266115,0.0050689631014226855,36.7354040283313,58228.40228664505,44.20320855253855,76.83543103638469,125.3349263544476,201824.54934620342,161.8634734710001,272.6914059894701,3.543109244564893e-32,1.12529227848285e-31,52503.64293612644,0.0,0.0,60293.50887596581
30,100,0.30000000000000004,5.0,7.764397626479519,13127.428900399364,129.38435593106072,208771.79113646774,9.620866243583489,16.913542442863495,1.12529227848285e-31,156.21737181173998,277.79476013289934,0.005528257167904367,8.838404120985935,15257.687710780832,11.115535414439586,19.175340387225784,48.60855098913046,78034.59593558771,62.98725410142006,107.05429242789606,3.543109244564893e-32,1.12529227848285e-31,13029.868589752687,0.0,0.0,14779.804121856596
30,100,0.30000000000000004,7.0,3.224987830741806,5241.087833283858,71.86069210116004,116461.75725867195,3.918286871767168,6.7778678857528485,1.12529227848285e-31,87.28894503639397,154.43201856127297,0.005847740214200833,3.554530350174398,5962.145875740391,4.579075423731885,7.573403742754721,26.992848762087494,43621.5307066989,34.636569932040146,59.23774723317737,3.543109244564893e-32,1.12529227848285e-31,5239.541628678947,0.0,0.0,5856.940179617882
30,100,0.30000000000000004,10.0,1.2318169325104755,2022.2928299367152,39.4134010051411,63818.222784480975,1.4949048128354083,2.693721291268765,1.12529227848285e-31,47.74058001567524,84.23674482711746,0.006183258062995983,1.357974856941416,2289.7788364745898,1.6785645174601405,3.0599534274899636,14.592027184007542,23856.692000088624,18.802955312573904,32.43215363805803,3.543109244564893e-32,1.12529227848285e-31,1998.1924311786224,0.0,0.0,2236.115077653262
30,100,0.30000000000000004,15.0,0.43421584281008274,712.2855286987891,20.242436329400398,32633.931305967344,0.5320649843669986,0.9488339587079834,1.12529227848285e-31,24.662289611857116,43.498354388909114,0.006538363225132499,0.5017771278763066,847.2696456449175,0.6115910095865439,1.0922402194240346,7.460957725939196,11967.511562423399,9.70522227029148,16.85379144627308,3.543109244564893e-32,1.12529227848285e-31,688.758633807189,0.0,0.0,784.098335909403
30,100,0.30000000000000004,20.0,0.21031413918852832,331.2733261845962,12.836412272076323,20776.595042012897,0.25682819654121175,0.44798641538239764,1.12529227848285e-31,15.517453463771782,27.24237089333894,0.006762202098119969,0.23443188187613637,371.37686490946805,0.29282753934744166,0.5064165907804303,4.76849904719515,7637.66591053906,6.1060488781461535,10.433607177545985,3.543109244564893e-32,1.12529227848285e-31,336.11665040506387,0.0,0.0,380.907107796772
30,100,0.30000000000000004,25.0,0.12430163202483586,191.14469893340356,9.084703412862115,14783.876831312125,0.150862640442456,0.26381287214890115,1.12529227848285e-31,11.04390826056246,19.384757440140856,0.00691635777335407,0.13634441195663038,222.82792605798284,0.1693208482689737,0.3025629516889405,3.360872374122735,5438.8259676814805,4.309387993278756,7.35185975907288,3.543109244564893e-32,1.12529227848285e-31,191.63396311853168,0.0,0.0,215.2433396974921
30,100,0.30000000000000004,50.0,0.0243878498038408,27.828475899448183,2.634802024479999,4263.381053866063,0.028069051507727993,0.043676006295381355,1.12529227848285e-31,3.192359378578872,5.627042015433891,0.007282674739873044,0.023833060300486052,31.763829947721007,0.028294618731477813,0.04540166203716564,0.9603345911267134,1562.2297144828497,1.269948434413464,2.1154443941134105,3.543109244564893e-32,1.12529227848285e-31,27.171911816901318,0.0,0.0,31.30880619041729
30,100,0.30000000000000004,75.0,0.013017653177455768,9.361002686069309,1.3491554473120795,2167.4799690140226,0.014403697553348053,0.019665662262947036,1.12529227848285e-31,1.6372754538625771,2.8920670538626165,0.007426179439405448,0.010364449662232047,10.550666588655771,0.012245600895116088,0.018646246723449125,0.4958577530183629,798.0175652428146,0.6415139345856257,1.0904091450853393,3.543109244564893e-32,1.12529227848285e-31,9.395900773669586,0.0,0.0,10.845880442359435
30,100,0.30000000000000004,100.0,0.010184919544022215,4.5646200183156695,0.8761143967273587,1406.9967503718246,0.010634987585815475,0.013329152406424117,1.12529227848285e-31,1.0552648853182043,1.8635094991666588,0.00750276702770002,0.006503668473171645,5.183322057415588,0.007096590543535401,0.010445393207780974,0.3220008784625618,517.8219704444388,0.41322269562130565,0.6979205956841138,3.543109244564893e-32,1.12529227848285e-31,4.631487274096901,0.0,0.0,5.242983828542252
30,100,0.30000000000000004,125.0,0.00915001426518963,2.660924145560865,0.6346702495502815,1016.7565575649433,0.009436708917898221,0.011018171663431563,1.12529227848285e-31,0.771860056487367,1.3588439704446094,0.007550395556066245,0.00470920794090685,3.0368875869903653,0.005275897975389025,0.007501901989743508,0.23148552587544519,373.20527340686897,0.3011810176137455,0.5208409756937485,3.543109244564893e-32,1.12529227848285e-31,2.721625582126728,0.0,0.0,3.137494626177861
30,100,0.30000000000000004,150.0,0.008470550192801254,1.7045071146336144,0.49892262384512814,794.94069883923,0.008770111295806057,0.009729779407669285,1.12529227848285e-31,0.5995326104791509,1.0631227623718147,0.007582878802020923,0.0036096745472558186,1.9349234153087989,0.004073466726627107,0.005716683894568409,0.1814647776550239,291.6367121163759,0.23015667902935338,0.3978813792185557,3.543109244564893e-32,1.12529227848285e-31,1.7132442493170275,0.0,0.0,1.9037392735776701
30,100,0.30000000000000004,175.0,0.008241470329700639,1.2029206801960037,0.41010094380646334,649.9174473785833,0.008437901917002966,0.009123400397674524,1.12529227848285e-31,0.48980704844062445,0.8708885580446065,0.007606449915147914,0.0030414699661706,1.3380990176089471,0.003397020640884707,0.004647369074433572,0.14985914838838627,236.80360855656068,0.1872751936730799,0.3290089471329813,3.543109244564893e-32,1.12529227848285e-31,1.2374282341559104,0.0,0.0,1.4114520685526217
