N_train_frac,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std,unreg_theta_hat_pp_norm,unreg_theta_hat_nonpp_norm,reg_theta_hat_pp_norm,unreg_theta_hat_jorg_max_norm,unreg_theta_hat_jorg_avg_norm,reg_theta_hat_jorg_max_norm,reg_theta_hat_jorg_avg_norm
48,50,0.05944318664371058,35.663654972058126,7.957595896677743,5304.3181921370815,0.07072684684457582,0.11920265691042646,1.7420657007999782e-31,10.03199846498716,17.44458212222982,0.005702085452703492,0.0665620058377112,41.17954913548454,0.08179468137690432,0.14028666092203612,2.9309239168183203,1946.4742693299545,4.19886433737753,6.697369397755531,7.006566991918068e-32,1.7420657007999782e-31,34.582513961806534,0.0,0.0,39.245436991885185,0.39015166868868817,10.124424434132644,10.098600259538816,0.4354804621674768,0.5753688628262347,0.4371294754883301,0.5782731058199028
48,100,0.014416919438366227,5.769637338372821,2.627268159967127,1733.9527774627657,0.016759075562405894,0.024676975887047068,1.7420657007999782e-31,3.308431711566416,5.7195774546692,0.005892466519141253,0.013143295323678276,6.588695575153585,0.016277426814439184,0.025726127114171892,0.9761329083462607,646.8059967806694,1.3746124154341244,2.1978436234007632,7.006566991918068e-32,1.7420657007999782e-31,5.738131452359719,0.0,0.0,6.5825725735028175,0.15833985458308056,4.098124332327486,4.088221672178134,0.17722401018314407,0.23507706676508097,0.17775795132972488,0.23440698466433346
56,50,0.05172411862932936,22.358887622261147,6.958517996318602,3415.987799798743,0.06370669333461203,0.11588936138570903,2.855285182102143e-32,8.854647707800833,16.487661873119237,0.005700211410819742,0.056118286154714724,25.652354895439125,0.07019349009943673,0.13236166107826702,2.5615587914380584,1253.644381144307,3.763400624268201,6.31534412138001,2.855285182102143e-32,2.855285182102143e-32,22.245630719623243,0.0,0.0,25.80433026560295,0.3644430297455377,8.095168256806796,8.105016961330655,0.4084184822195132,0.5616388833253192,0.4105562816417064,0.5622097827152173
56,100,0.01316815362641931,3.7095378478061876,2.292292145718941,1110.5159640271802,0.015007812795787964,0.02333894153016235,2.855285182102143e-32,2.9252175502635147,5.398022748598444,0.005891479642159772,0.011902430940162417,4.200744194623749,0.01448545235261649,0.02395074867344,0.8348662869081526,404.497178366696,1.235673792645811,2.066980171152648,2.855285182102143e-32,2.855285182102143e-32,3.6763989213187562,0.0,0.0,4.1696055355882145,0.14814858413132914,3.2785269669331303,3.2738010009446246,0.1663952954957059,0.22809590500723845,0.1670437275003198,0.22775589095876608
64,50,0.03461331074461955,10.007883426466886,4.415022864496265,1506.0775024918369,0.04294140387425824,0.06746007109231392,1.05994795811386e-31,5.491133014451224,9.343364510844161,0.005701803066032187,0.037605016885589836,11.340739168800615,0.047423764543376316,0.07345786479992618,1.613482780659134,548.7452333091221,2.225267265029866,3.517380589057788,1.05994795811386e-31,1.05994795811386e-31,9.885314589556081,0.0,0.0,11.167060345750448,0.29093655363431653,5.391990458292265,5.383251256678278,0.324359395582483,0.4218590347331588,0.32375746077665474,0.42345853835852015
64,100,0.010607157298842616,1.6356328485014249,1.4488794894105883,497.3067201521626,0.011717095516701656,0.01588255659611651,1.05994795811386e-31,1.8096811672220499,3.0811872192312477,0.005892282760531136,0.008606753733947202,1.8709381568981398,0.00997283166363567,0.01472502676089038,0.5297682990594876,182.99782591389155,0.7325431546709519,1.1565833025914183,1.05994795811386e-31,1.05994795811386e-31,1.6375541129704485,0.0,0.0,1.8446472490716412,0.11828935829269292,2.1843550275842807,2.190253959714242,0.1317156855107191,0.17134258174225717,0.13147847043126726,0.17209981670022395
72,50,0.02981928978023111,9.762263254204274,3.789117420078038,1456.6974369545267,0.036487352116344275,0.06504234176938348,5.785613923560781e-32,4.709736371588452,8.93844841667331,0.0057098843210296474,0.031092417982215088,11.512991832205925,0.039034411250688024,0.07163700054876422,1.400481723178281,533.9446641881387,1.9061769955339387,3.4523131597283783,3.1726686568241606e-32,5.785613923560781e-32,9.540297682111492,0.0,0.0,10.73130896994325,0.268238513513242,5.299087202652739,5.2931279346491475,0.29988114174228875,0.4153771868589712,0.29979583647333546,0.4138283568887328
72,100,0.009887475283045798,1.617645335512062,1.2440223762031766,480.2935920671648,0.010899583186074608,0.01548606518826692,5.785613923560781e-32,1.5535716170214946,2.946878611661104,0.005896689158644492,0.0077031543807214616,1.8543959959212528,0.009002540665898014,0.014748501203978373,0.46147874702873215,177.09063166174198,0.617535249220997,1.112039114238892,3.1726686568241606e-32,5.785613923560781e-32,1.6013042906295516,0.0,0.0,1.8499523991593643,0.10911161270687435,2.1528415171893416,2.1520404399479727,0.1219950478820949,0.16842135420201054,0.12186069430691311,0.16827613151417473
80,50,0.023524162349886562,40.114024624412494,2.7335803401540897,6013.584452518382,0.027475771937170868,0.044466939867459906,9.334384348919234e-32,3.3303921805767023,5.941079862873223,0.005711553863633374,0.02327624518861206,46.66304603498263,0.029340826907599555,0.04830583682077362,1.0061351546672748,2233.7314943980286,1.3156647539880206,2.248684721657541,9.334384348919234e-32,9.334384348919234e-32,39.16894410897902,0.0,0.0,45.036110913966716,0.22934177471217285,10.762841730061016,10.749171638220744,0.25206275795685773,0.335858898159535,0.2522910687679002,0.33751291524649435
80,100,0.00874460953711371,6.58366598223752,0.9022058092374812,1968.4694351614137,0.009438539815081507,0.012175897490845529,9.334384348919234e-32,1.0995742855155366,1.9534634709952232,0.0058975660150045565,0.006175250441593224,7.589969715332946,0.007244541625973263,0.0103439409138531,0.32812099593114835,728.4531537940918,0.43496756585099977,0.7448172448138083,9.334384348919234e-32,9.334384348919234e-32,6.558746326452262,0.0,0.0,7.509355329032349,0.09315126246158857,4.36055032140673,4.357419313946209,0.10286331192922635,0.13639430599220573,0.10246314774356378,0.13692137482197836
